deg
13
13
9
7
10
3
11
3
9
14
6
3
7
4
4
1
12
8
10
4
6
6
2
3
8
3
5
1
3
2
5
6
10
6
7
7
4
4
3
3
5
6
7
2
4
3
3
2
6
4
5
3
2
4
1
2
4
3
2
2
2
2
2
1
