deg
45
30
27
14
25
14
18
14
26
21
16
12
14
11
14
11
23
21
17
13
13
9
9
8
15
10
8
8
5
6
10
11
25
17
13
16
13
12
13
5
13
14
17
7
12
5
9
5
18
12
10
7
11
11
5
6
8
9
9
8
5
7
7
3
