deg
13
14
10
10
11
4
12
4
11
15
7
5
7
5
4
3
15
12
11
7
13
6
2
6
9
5
7
4
5
2
9
7
10
8
7
7
6
5
3
3
6
7
10
4
6
4
6
4
9
6
7
3
7
8
2
2
7
4
3
2
5
2
3
1
