deg
43
25
27
15
30
13
20
9
25
20
16
10
11
10
13
6
26
14
21
10
18
15
7
10
17
7
12
6
8
8
13
10
29
19
21
16
13
14
10
4
15
11
16
5
13
5
10
7
20
11
13
7
9
11
6
6
9
9
7
7
8
6
8
4
