deg
13
16
11
12
12
5
13
6
14
16
7
7
8
7
7
4
15
13
12
10
14
9
7
8
10
8
11
5
5
4
12
8
13
10
8
8
7
9
7
5
7
11
12
6
12
4
7
4
15
10
8
3
8
8
2
2
7
7
3
4
8
6
4
4
