deg
19
23
18
12
17
8
15
7
17
16
8
8
8
9
5
5
18
14
11
10
10
9
5
6
13
6
6
4
4
4
8
7
20
13
10
9
7
8
5
4
9
8
15
6
8
4
4
3
11
10
9
4
7
6
1
2
5
7
2
3
4
3
3
2
