deg
6
8
8
5
1
1
6
2
2
9
4
2
5
4
4
0
5
6
5
2
3
4
1
1
6
2
1
1
3
1
2
5
4
4
5
6
3
2
3
3
3
3
4
2
2
1
2
2
1
3
2
2
1
3
1
1
3
2
2
2
2
2
2
1
