deg
13
21
16
16
15
15
20
18
18
18
17
18
16
14
18
23
18
18
21
18
18
16
16
21
15
18
17
19
13
13
23
19
17
18
15
17
11
16
14
14
11
20
23
19
20
12
14
18
25
23
21
16
15
20
12
12
14
20
14
18
16
15
14
19
