deg
7
11
8
7
6
2
8
3
4
10
5
3
7
4
4
0
9
6
6
2
5
4
2
3
8
3
4
1
3
1
5
6
9
5
6
6
4
3
3
3
4
5
7
2
2
2
3
2
6
4
4
2
2
4
1
1
4
2
2
2
2
2
2
1
